"ap_dict_id","pathway","ap_group","pathway_nodes","pathway_edges","betweenness","degree","noSubgraphs","impact_score"
2256,"00362","<30%",72,133,0.000402414486921529,2,4,54.25
2257,"00362","<30%",72,133,0,2,4,54.25
2271,"00362","<30%",72,133,0.00221327967806841,3,4,54.25
2308,"00362","<30%",72,133,0.00160965794768612,2,4,54.25
2309,"00362","<30%",72,133,0.00382293762575453,6,4,54.25
2312,"00362","<30%",72,133,0.00181086519114688,3,4,54.25
2320,"00362","<30%",72,133,0.00321931589537223,3,4,54.25
2321,"00362","<30%",72,133,0.00181086519114688,2,4,54.25
2326,"00364","≥80%",20,18,0,2,4,15.25
2327,"00364","≥80%",20,18,0,2,4,15.25
2328,"00364","<30%",20,18,0,2,4,15.25
2330,"00364","<30%",20,18,0,2,4,15.25
2331,"00364","<30%",20,18,0.00292397660818713,2,4,15.25
2333,"00364","<30%",20,18,0.00292397660818713,2,4,15.25
2335,"00364","<30%",20,18,0.00292397660818713,2,4,15.25
2336,"00364","<30%",20,18,0.00292397660818713,2,4,15.25
2337,"00364","<30%",20,18,0,2,4,15.25
2338,"00364","<30%",20,18,0.00292397660818713,2,4,15.25
2339,"00364","<30%",20,18,0,3,5,16.2
2346,"00364","<30%",20,18,0,2,4,15.25
2361,"00380","<30%",75,229,0.0140688633839319,3,4,56.5
2362,"00380","<30%",75,229,0.0205479452054795,5,4,56.5
2366,"00380","<30%",75,229,0.000185116623472788,2,4,56.5
2367,"00380","<30%",75,229,0.0286930766382821,6,4,56.5
2368,"00380","<30%",75,229,0.00666419844502036,4,5,60.2
2379,"00380","<30%",75,229,0,2,4,56.5
2380,"00380","<30%",75,229,0.000925583117363939,2,4,56.5
2381,"00380","<30%",75,229,0.00203628285820067,6,4,56.5
2388,"00380","<30%",75,229,0.00846497182113621,12,4,56.5
2389,"00380","<30%",75,229,0.0465218643300835,13,4,56.5
2396,"00380","<30%",75,229,0.000185116623472788,2,4,56.5
2400,"00380","<30%",75,229,0.00222139948167345,6,4,56.5
2406,"00380","<30%",75,229,0,2,4,56.5
2413,"00380","<30%",75,229,0,4,4,56.5
2423,"00380","<30%",75,229,0.000185116623472788,2,4,56.5
245,"00051","<30%",76,243,0.00504504504504504,11,3,51
253,"00051","<30%",76,243,0.00504504504504504,10,3,51
258,"00051","<30%",76,243,0,2,3,51
272,"00051","<30%",76,243,0.000540540540540541,7,3,51
299,"00051","<30%",76,243,0.00036036036036036,3,4,57.25
2434,"00400","≥80%",53,169,0,5,2,27
2438,"00400","≥80%",53,169,0.0248868778280543,3,3,35.6666666666667
2439,"00400","≥80%",53,169,0.0361990950226244,2,2,27
2440,"00400","≥80%",53,169,0.0467571644042232,2,2,27
2441,"00400","≥80%",53,169,0.0565610859728507,5,2,27
2442,"00400","≥80%",53,169,0.0712669683257919,11,2,27
2458,"00400","≥80%",53,169,0.00377073906485671,2,2,27
2459,"00400","≥80%",53,169,0.00735294117647059,4,2,27
2461,"00400","≥80%",53,169,0.0113122171945701,9,2,27
2463,"00400","≥80%",53,169,0.00358220211161388,6,2,27
2472,"00400","<30%",53,169,0,6,2,27
2473,"00400","<30%",53,169,0,3,3,35.6666666666667
2488,"00401","<30%",15,20,0.0164835164835165,2,4,11.5
2489,"00401","<30%",15,20,0.021978021978022,2,4,11.5
2490,"00401","<30%",15,20,0.0164835164835165,2,4,11.5
2499,"00401","<30%",15,20,0,7,4,11.5
2501,"00402","≥80%",8,7,0.142857142857143,2,2,4.5
2502,"00402","<30%",8,7,0.238095238095238,2,2,4.5
2509,"00404","<30%",17,14,0.025,2,4,13
2510,"00404","<30%",17,14,0.0416666666666667,2,4,13
2511,"00404","<30%",17,14,0.05,2,4,13
2512,"00404","<30%",17,14,0.05,2,4,13
2513,"00404","<30%",17,14,0.0416666666666667,2,4,13
2514,"00404","<30%",17,14,0.025,2,4,13
2519,"00404","<30%",17,14,0.0166666666666667,2,4,13
2520,"00404","<30%",17,14,0.025,2,4,13
2521,"00404","<30%",17,14,0.025,2,4,13
2522,"00404","<30%",17,14,0.0166666666666667,2,4,13
2526,"00404","<30%",17,14,0.00416666666666667,2,4,13
2527,"00405","<30%",14,10,0.0128205128205128,2,5,11.4
2528,"00405","<30%",14,10,0.0128205128205128,2,5,11.4
2533,"00405","<30%",14,10,0.00641025641025641,2,5,11.4
2538,"00405","≥80%",14,10,0,2,5,11.4
2539,"00405","<30%",14,10,0.00641025641025641,2,5,11.4
2541,"00405","<30%",14,10,0.00641025641025641,2,5,11.4
2550,"00410","<30%",42,245,0.0621951219512195,2,2,21.5
2551,"00410","<30%",42,245,0.0804878048780488,7,2,21.5
2566,"00410","<30%",42,245,0,5,2,21.5
2570,"00410","<30%",42,245,0.0628472222222222,21,2,21.5
2593,"00430","<30%",18,49,0.0661764705882353,7,2,9.5
2611,"00440","<30%",29,37,0.0634920634920635,6,5,23.4
2614,"00440","<30%",29,37,0.0145502645502645,4,5,23.4
2616,"00440","<30%",29,37,0,2,5,23.4
2622,"00440","<30%",29,37,0.00132275132275132,2,5,23.4
2624,"00440","<30%",29,37,0.0833333333333333,6,5,23.4
2625,"00440","<30%",29,37,0.00925925925925926,4,5,23.4
2626,"00440","<30%",29,37,0.0396825396825397,6,5,23.4
2628,"00440","<30%",29,37,0.0105820105820106,4,5,23.4
2629,"00440","<30%",29,37,0.0687830687830688,4,5,23.4
2630,"00440","<30%",29,37,0.0582010582010582,2,5,23.4
2631,"00440","<30%",29,37,0.0476190476190476,2,5,23.4
2632,"00440","<30%",29,37,0.0343915343915344,3,6,24.3333333333333
2642,"00450","≥80%",18,27,0.0147058823529412,3,2,9.5
2647,"00450","<30%",18,27,0.0110294117647059,2,2,9.5
2649,"00450","<30%",18,27,0,2,2,9.5
2657,"00450","≥80%",18,27,0.0220588235294118,5,2,9.5
2663,"00460","<30%",47,88,0.0101449275362319,8,4,35.5
2666,"00460","<30%",47,88,0.0347826086956522,10,4,35.5
2673,"00460","<30%",47,88,0.0570048309178744,11,4,35.5
2674,"00460","<30%",47,88,0.0154589371980676,10,4,35.5
2677,"00460","<30%",47,88,0.00193236714975845,8,4,35.5
2678,"00460","<30%",47,88,0.0144927536231884,9,4,35.5
2683,"00460","<30%",47,88,0,2,4,35.5
2684,"00460","<30%",47,88,0,2,4,35.5
2686,"00460","<30%",47,88,0.000966183574879227,2,4,35.5
2687,"00460","<30%",47,88,0.000966183574879227,2,4,35.5
2688,"00460","<30%",47,88,0,4,4,35.5
2693,"00460","<30%",47,88,0,2,4,35.5
2694,"00460","<30%",47,88,0,2,4,35.5
2695,"00460","<30%",47,88,0.000966183574879227,2,4,35.5
2696,"00460","<30%",47,88,0.000966183574879227,2,4,35.5
2709,"00460","<30%",47,88,0,2,4,35.5
2710,"00460","<30%",47,88,0,2,4,35.5
2711,"00460","<30%",47,88,0.0072463768115942,2,4,35.5
2712,"00460","<30%",47,88,0.0188405797101449,5,4,35.5
2713,"00460","<30%",47,88,0.0135265700483092,2,4,35.5
336,"00052","<30%",57,214,0.00730519480519481,11,2,29
337,"00052","<30%",57,214,0,7,2,29
2718,"00471","≥80%",14,34,0.173076923076923,8,2,7.5
2733,"00472","<30%",15,37,0.10989010989011,9,3,10.3333333333333
2740,"00472","<30%",15,37,0.208791208791209,11,2,8
2755,"00480","<30%",49,228,0.0332446808510638,5,4,37
2787,"00480","<30%",49,228,0.0226063829787234,5,6,41
2792,"00480","<30%",49,228,0.00557244174265451,20,4,37
2813,"00500","<30%",91,505,0.0103620474406991,5,2,46
2865,"00500","<30%",91,505,0.0419631157458324,20,3,61
2871,"00500","<30%",91,505,0,5,2,46
2893,"00500","<30%",91,505,0.0878418711574054,18,2,46
2901,"00510","≥80%",35,50,0.0124777183600713,4,5,28.2
2904,"00510","≥80%",35,50,0.0089126559714795,3,5,28.2
2914,"00510","≥80%",35,50,0.0017825311942959,2,5,28.2
2923,"00510","≥80%",35,50,0.0035650623885918,2,5,28.2
2925,"00510","≥80%",35,50,0.0133689839572193,8,5,28.2
2933,"00510","≥80%",35,50,0.0071301247771836,2,5,28.2
2938,"00510","≥80%",35,50,0.0017825311942959,2,5,28.2
2948,"00512","≥80%",9,18,0.0892857142857143,7,2,5
2951,"00513","≥80%",29,24,0.00132275132275132,2,6,24.3333333333333
2958,"00513","≥80%",29,24,0.00661375661375661,2,6,24.3333333333333
2962,"00513","≥80%",29,24,0.00396825396825397,2,6,24.3333333333333
2967,"00513","≥80%",29,24,0.00661375661375661,2,6,24.3333333333333
2973,"00513","<30%",29,24,0.00661375661375661,2,6,24.3333333333333
2975,"00513","≥80%",29,24,0.00661375661375661,2,6,24.3333333333333
360,"00053","<30%",52,109,0.000392156862745098,2,3,35
362,"00053","<30%",52,109,0.00196078431372549,3,3,35
363,"00053","<30%",52,109,0.00235294117647059,3,4,39.25
365,"00053","<30%",52,109,0.00117647058823529,2,3,35
389,"00053","<30%",52,109,0.00274509803921569,3,3,35
392,"00053","<30%",52,109,0,3,4,39.25
394,"00053","<30%",52,109,0,2,3,35
395,"00053","<30%",52,109,0.00313725490196078,5,3,35
396,"00053","<30%",52,109,0.00156862745098039,2,3,35
397,"00053","<30%",52,109,0.0258823529411765,11,3,35
399,"00053","<30%",52,109,0.000392156862745098,2,3,35
408,"00053","<30%",52,109,0,2,3,35
409,"00053","<30%",52,109,0.000392156862745098,2,3,35
2992,"00515","<30%",4,3,0.333333333333333,2,2,2.5
2993,"00515","<30%",4,3,0.333333333333333,2,2,2.5
3022,"00520","<30%",134,328,0.00494133059922534,9,3,89.6666666666667
3042,"00520","<30%",134,328,0.0037593984962406,2,3,89.6666666666667
3043,"00520","<30%",134,328,0.00262018683071315,2,3,89.6666666666667
3044,"00520","<30%",134,328,0.00136705399863295,2,3,89.6666666666667
3046,"00520","<30%",134,328,0.00655046707678287,9,3,89.6666666666667
3047,"00520","<30%",134,328,0.00546821599453178,2,3,89.6666666666667
3048,"00520","<30%",134,328,0.00427204374572796,2,3,89.6666666666667
3049,"00520","<30%",134,328,0.00296195033037138,2,3,89.6666666666667
3050,"00520","<30%",134,328,0.00153793574846206,2,3,89.6666666666667
3057,"00520","≥80%",134,328,0.0122465254044201,9,3,89.6666666666667
3067,"00520","<30%",134,328,0.000341763499658237,2,3,89.6666666666667
3069,"00520","<30%",134,328,0.00102529049897471,2,3,89.6666666666667
3070,"00520","<30%",134,328,0.000569605832763727,2,3,89.6666666666667
3072,"00520","<30%",134,328,0,2,3,89.6666666666667
3073,"00520","<30%",134,328,0.00119617224880383,4,3,89.6666666666667
3079,"00520","<30%",134,328,0.00199362041467305,5,3,89.6666666666667
3088,"00520","<30%",134,328,0.000569605832763727,3,3,89.6666666666667
3089,"00520","≥80%",134,328,0.0203349282296651,11,3,89.6666666666667
3100,"00520","<30%",134,328,0.00182273866484393,2,3,89.6666666666667
3111,"00520","<30%",134,328,0.000398724082934609,3,3,89.6666666666667
3113,"00520","<30%",134,328,0.00136705399863295,7,3,89.6666666666667
3114,"00520","<30%",134,328,0.00153793574846206,3,3,89.6666666666667
3116,"00520","<30%",134,328,0.00205058099794942,6,3,89.6666666666667
3118,"00520","<30%",134,328,0.00780359990886307,9,3,89.6666666666667
3119,"00520","<30%",134,328,0.0050125313283208,2,3,89.6666666666667
3120,"00520","<30%",134,328,0.00393028024606972,2,3,89.6666666666667
3121,"00520","<30%",134,328,0.00273410799726589,2,3,89.6666666666667
3122,"00520","<30%",134,328,0.00142401458190932,2,3,89.6666666666667
3136,"00521","<30%",14,15,0.0769230769230769,2,2,7.5
3137,"00521","<30%",14,15,0.0961538461538462,2,2,7.5
3138,"00521","<30%",14,15,0.0769230769230769,4,2,7.5
3145,"00521","≥80%",14,15,0.0769230769230769,4,2,7.5
3146,"00521","<30%",14,15,0.0448717948717949,2,2,7.5
3147,"00521","<30%",14,15,0.102564102564103,2,2,7.5
3148,"00521","<30%",14,15,0.0961538461538462,2,2,7.5
3154,"00522","<30%",20,18,0,3,6,16.8333333333333
3158,"00522","<30%",20,18,0.0087719298245614,2,5,16.2
3159,"00522","<30%",20,18,0.0116959064327485,2,5,16.2
3160,"00522","<30%",20,18,0.0087719298245614,2,5,16.2
3167,"00522","<30%",20,18,0,2,5,16.2
3185,"00523","<30%",27,52,0.0738461538461539,8,2,14
3186,"00523","<30%",27,52,0.0292307692307692,8,2,14
3187,"00523","≥80%",27,52,0.0307692307692308,8,2,14
3191,"00523","<30%",27,52,0.0138461538461538,2,2,14
3193,"00523","<30%",27,52,0.0230769230769231,2,2,14
3194,"00523","<30%",27,52,0.0415384615384615,8,2,14
3195,"00523","<30%",27,52,0.0307692307692308,2,2,14
3196,"00523","<30%",27,52,0.0169230769230769,2,2,14
3198,"00523","≥80%",27,52,0.0676923076923077,10,2,14
3200,"00523","<30%",27,52,0.0153846153846154,8,2,14
3201,"00523","<30%",27,52,0.06,2,2,14
3202,"00523","<30%",27,52,0.0430769230769231,2,2,14
3206,"00523","<30%",27,52,0.0246153846153846,8,2,14
3208,"00523","<30%",27,52,0.0969230769230769,8,2,14
3209,"00523","<30%",27,52,0.0676923076923077,3,2,14
3214,"00524","<30%",35,45,0.0463458110516934,3,3,23.6666666666667
3215,"00524","<30%",35,45,0.0668449197860963,3,2,18
3217,"00524","<30%",35,45,0.117647058823529,4,2,18
3218,"00524","<30%",35,45,0.144385026737968,3,2,18
3219,"00524","<30%",35,45,0.142602495543672,3,2,18
3220,"00524","<30%",35,45,0.147058823529412,3,2,18
3221,"00524","<30%",35,45,0.137254901960784,3,2,18
3222,"00524","<30%",35,45,0.133689839572193,3,2,18
3224,"00524","<30%",35,45,0.0169340463458111,2,2,18
3225,"00524","<30%",35,45,0.0320855614973262,2,2,18
3226,"00524","<30%",35,45,0.0454545454545455,2,2,18
3227,"00524","<30%",35,45,0.071301247771836,4,3,23.6666666666667
3229,"00524","<30%",35,45,0.0454545454545455,3,2,18
3230,"00524","<30%",35,45,0.0320855614973262,2,2,18
3233,"00524","<30%",35,45,0.0169340463458111,2,2,18
3234,"00524","<30%",35,45,0.00623885918003565,3,2,18
3236,"00524","<30%",35,45,0.0320855614973262,5,2,18
3237,"00524","<30%",35,45,0.00267379679144385,4,2,18
3239,"00524","<30%",35,45,0.0035650623885918,4,2,18
3240,"00524","<30%",35,45,0,4,2,18
3248,"00524","<30%",35,45,0.135472370766488,3,2,18
3251,"00525","<30%",14,11,0.00641025641025641,3,5,11.4
3258,"00525","≥80%",14,11,0.00641025641025641,2,5,11.4
3262,"00525","<30%",14,11,0.0192307692307692,2,5,11.4
3263,"00525","<30%",14,11,0.0256410256410256,2,5,11.4
3264,"00525","<30%",14,11,0.0192307692307692,2,5,11.4
3283,"00531","<30%",23,21,0.025974025974026,2,5,18.6
3290,"00532","≥80%",7,6,0.1,2,2,4
3292,"00532","≥80%",7,6,0.0333333333333333,2,2,4
3297,"00532","≥80%",7,6,0,2,2,4
3298,"00532","≥80%",7,6,0.133333333333333,2,2,4
3299,"00532","≥80%",7,6,0.1,2,2,4
425,"00061","<30%",170,1063,0.0002465483234714,4,5,136.2
436,"00061","≥80%",170,1063,0,3,5,136.2
558,"00061","<30%",170,1063,0.00443103002554838,12,5,136.2
561,"00061","≥80%",170,1063,0,2,5,136.2
572,"00061","≥80%",170,1063,0.000352211890673429,4,5,136.2
573,"00061","≥80%",170,1063,0.000986193293885602,3,5,136.2
575,"00061","≥80%",170,1063,7.04423781346858e-05,2,5,136.2
576,"00061","≥80%",170,1063,7.04423781346858e-05,2,5,136.2
3319,"00540","≥80%",37,48,0.0380952380952381,2,5,29.8
3321,"00540","≥80%",37,48,0.0634920634920635,4,5,29.8
3322,"00540","≥80%",37,48,0.053968253968254,3,5,29.8
3328,"00540","<30%",37,48,0.0515873015873016,6,5,29.8
3329,"00540","≥80%",37,48,0.0785714285714286,3,5,29.8
3330,"00540","≥80%",37,48,0.1,6,7,31.8571428571429
3333,"00540","≥80%",37,48,0.0142857142857143,2,5,29.8
3334,"00540","≥80%",37,48,0.0301587301587302,3,5,29.8
3335,"00540","≥80%",37,48,0.0158730158730159,2,5,29.8
3337,"00540","<30%",37,48,0.00158730158730159,2,5,29.8
3344,"00540","<30%",37,48,0.00952380952380952,4,5,29.8
3347,"00540","<30%",37,48,0.0103174603174603,3,5,29.8
3351,"00540","<30%",37,48,0.00873015873015873,4,5,29.8
3360,"00550","≥80%",20,25,0.0263157894736842,3,2,10.5
3361,"00550","≥80%",20,25,0.0730994152046784,4,2,10.5
3365,"00550","≥80%",20,25,0.087719298245614,3,2,10.5
3366,"00550","≥80%",20,25,0.064327485380117,2,2,10.5
3368,"00550","≥80%",20,25,0.0350877192982456,4,2,10.5
3371,"00550","<30%",20,25,0.00584795321637427,2,2,10.5
3372,"00550","<30%",20,25,0.00584795321637427,2,2,10.5
3375,"00550","≥80%",20,25,0.0350877192982456,2,2,10.5
3392,"00550","<30%",20,25,0,3,2,10.5
3400,"00561","<30%",48,184,0.0105566201195248,13,3,32.3333333333333
3425,"00561","<30%",48,184,0,2,3,32.3333333333333
3428,"00561","<30%",48,184,0.0346901017576318,9,3,32.3333333333333
3431,"00561","<30%",48,184,0,3,3,32.3333333333333
3452,"00562","<30%",56,141,0.0181818181818182,4,2,28.5
3453,"00562","<30%",56,141,0.0168350168350168,4,2,28.5
3475,"00562","<30%",56,141,0.00808080808080808,5,2,28.5
3477,"00562","<30%",56,141,0.0911784511784512,12,2,28.5
3478,"00562","<30%",56,141,0.0572390572390572,5,2,28.5
3479,"00562","<30%",56,141,0.0471380471380471,2,2,28.5
3480,"00562","<30%",56,141,0.0363636363636364,2,2,28.5
3481,"00562","<30%",56,141,0.0249158249158249,2,2,28.5
3482,"00562","<30%",56,141,0.0131313131313131,3,3,37.6666666666667
3490,"00562","<30%",56,141,0.00202020202020202,5,2,28.5
3497,"00563","≥80%",3,2,0,2,2,2
3561,"00564","<30%",76,285,0,10,2,38.5
3567,"00564","<30%",76,285,0.0291891891891892,6,2,38.5
3568,"00564","<30%",76,285,0.0252252252252252,2,2,38.5
3569,"00564","<30%",76,285,0.0209009009009009,4,2,38.5
3570,"00564","<30%",76,285,0.00576576576576577,4,2,38.5
3578,"00565","<30%",27,46,0,2,2,14
3580,"00565","<30%",27,46,0,3,2,14
3583,"00565","<30%",27,46,0.00153846153846154,3,2,14
3584,"00565","<30%",27,46,0,3,2,14
3585,"00565","<30%",27,46,0.00358974358974359,4,2,14
3586,"00565","<30%",27,46,0.00307692307692308,4,2,14
3587,"00565","<30%",27,46,0,5,2,14
3595,"00565","<30%",27,46,0,6,2,14
3600,"00565","<30%",27,46,0.00461538461538462,3,2,14
3603,"00565","<30%",27,46,0,4,2,14
3611,"00572","≥80%",5,4,0.25,2,2,3
3612,"00572","≥80%",5,4,0.333333333333333,2,2,3
3613,"00572","≥80%",5,4,0.25,2,2,3
586,"00062","≥80%",47,61,0.0144927536231884,3,4,35.5
590,"00062","≥80%",47,61,0.0603864734299517,3,4,35.5
594,"00062","≥80%",47,61,0.0869565217391304,3,4,35.5
598,"00062","≥80%",47,61,0.0942028985507246,3,4,35.5
603,"00062","≥80%",47,61,0.078743961352657,3,4,35.5
608,"00062","≥80%",47,61,0.0468599033816425,3,4,35.5
623,"00062","≥80%",47,61,0,2,4,35.5
624,"00062","≥80%",47,61,0.000966183574879227,2,4,35.5
625,"00062","≥80%",47,61,0.000966183574879227,2,4,35.5
3621,"00590","<30%",40,150,0.0103651222072275,13,3,27
3622,"00590","<30%",40,150,0.0103651222072275,13,3,27
3623,"00590","<30%",40,150,0.0103651222072275,12,3,27
3624,"00590","<30%",40,150,0.0103651222072275,13,3,27
3630,"00590","≥80%",40,150,0.00134952766531714,4,3,27
3635,"00590","≥80%",40,150,0,2,3,27
3637,"00590","<30%",40,150,0.0349940020992653,18,3,27
3640,"00590","<30%",40,150,0.00269905533063428,3,3,27
3641,"00590","<30%",40,150,0.0187996701154596,16,3,27
3642,"00590","<30%",40,150,0.00134952766531714,3,3,27
3644,"00590","<30%",40,150,0.00202429149797571,3,3,27
3651,"00590","<30%",40,150,0.000674763832658569,6,3,27
3667,"00591","<30%",18,113,0.16202731092437,17,2,9.5
3678,"00592","<30%",19,17,0,2,4,14.5
3679,"00592","<30%",19,17,0,2,4,14.5
3680,"00592","<30%",19,17,0,2,4,14.5
3681,"00592","<30%",19,17,0.00326797385620915,2,4,14.5
3682,"00592","<30%",19,17,0.00326797385620915,2,4,14.5
3684,"00592","≥80%",19,17,0,2,4,14.5
3685,"00592","<30%",19,17,0,2,4,14.5
3686,"00592","<30%",19,17,0.00980392156862745,3,4,14.5
3689,"00592","≥80%",19,17,0,2,4,14.5
3691,"00592","<30%",19,17,0,2,4,14.5
3695,"00592","<30%",19,17,0,3,4,14.5
3702,"00600","<30%",40,154,0.229359724096566,16,2,20.5
3714,"00600","<30%",40,154,0.0178137651821862,7,2,20.5
3743,"00601","<30%",56,114,0.000336700336700337,2,7,48.1428571428571
3748,"00601","<30%",56,114,0.000336700336700337,6,7,48.1428571428571
3750,"00601","<30%",56,114,0.00134680134680135,4,7,48.1428571428571
3789,"00601","<30%",56,114,0.0037037037037037,4,7,48.1428571428571
3805,"00603","<30%",15,16,0.0961538461538462,6,4,11.5
3809,"00603","<30%",15,16,0.00549450549450549,2,4,11.5
3812,"00603","<30%",15,16,0.0384615384615385,2,4,11.5
3844,"00620","<30%",73,731,0.0129633226261629,28,2,37
3887,"00620","≥80%",73,731,0.0258215962441315,19,2,37
3897,"00620","≥80%",73,731,0,9,2,37
3907,"00621","<30%",14,18,0.0192307692307692,4,2,7.5
3909,"00621","<30%",14,18,0.0192307692307692,2,2,7.5
3910,"00621","<30%",14,18,0.0256410256410256,2,2,7.5
3911,"00621","<30%",14,18,0.0192307692307692,4,2,7.5
3913,"00621","<30%",14,18,0.0192307692307692,2,2,7.5
3914,"00621","<30%",14,18,0.0256410256410256,2,2,7.5
3919,"00621","<30%",14,18,0.0384615384615385,5,2,7.5
3927,"00622","<30%",30,28,0,3,7,25.8571428571429
3928,"00622","<30%",30,28,0.00246305418719212,3,7,25.8571428571429
3929,"00622","<30%",30,28,0.00246305418719212,3,7,25.8571428571429
3935,"00622","<30%",30,28,0.00123152709359606,2,6,25.1666666666667
3940,"00622","<30%",30,28,0.00738916256157635,2,6,25.1666666666667
3945,"00622","<30%",30,28,0.0221674876847291,3,6,25.1666666666667
3946,"00622","<30%",30,28,0.0197044334975369,3,7,25.8571428571429
